date,title,comments,id,english_title,release_date,vote_average
2018-05-24,Um Caminho Para Dois,(somente para as afiliadas da Globo),5767,Two for the Road,1967-04-27,7.063
2018-05-25,As Viagens de Gulliver,(reclassificado para Livre),18974,The 3 Worlds of Gulliver,1960-11-30,6.7
2018-05-31,X-Men: Primeira Classe,,49538,X-Men: First Class,2011-06-01,7.294
2018-05-18,Você de Novo,(somente para as afiliadas da Globo),38303,You Again,2010-09-23,6.306
2018-05-14,Até Que a Sorte Nos Separe 2,,228177,Till Luck Do Us Part 2,2013-12-27,5.8
2018-05-21,Noiva em Fuga,,282758,Doctor Who: The Runaway Bride,2006-12-25,7.7
2018-04-26,Doce Lar,(somente para as afiliadas da Globo),364964,Sweet Home,2014-09-01,0.0
2018-06-12,A Arte do Amor,,41971,The Moderns,1988-04-15,5.9
2018-05-23,Um Dia Especial,(somente para as afiliadas da Globo),7300,One Fine Day,1996-12-20,6.411
2018-05-11,Encantada,,204678,Enchanted Isles,1965-03-15,6.7
2018-06-13,O Céu é de Verdade,,236751,Heaven Is for Real,2014-04-16,6.687
2018-06-11,Hitch: Conselheiro Amoroso,,8488,Hitch,2005-02-11,6.548
2018-06-14,Miss Simpatia 2: Armada e Poderosa,"(inédito na Globo, ex-SBT / exibição excepcionalmente mais cedo, após o Jornal Hoje)",10040,Miss Congeniality 2: Armed and Fabulous,2005-03-11,5.74
2018-04-05,Anjos da Vida: Mais Bravos Que o Mar,(somente para as afiliadas da Globo),4643,The Guardian,2006-09-28,7.125
2018-07-05,Percy Jackson e o Ladrão de Raios,"(exibição mais cedo, após o Jornal Hoje)",32657,Percy Jackson & the Olympians: The Lightning Thief,2010-02-01,6.207
2018-07-09,X-Men 2,"(exibição mais cedo, após o Jornal Hoje)",758075,X-MEN 2 - Wolverine's story,2005-07-13,7.0
2018-07-13,A Lenda do Tesouro Perdido: Livro dos Segredos,"(exibição mais cedo, após o Jornal Hoje)",6637,National Treasure: Book of Secrets,2007-12-13,6.319
2018-07-18,Mara e o Senhor do Fogo,,328032,Mara and the Firebringer,2015-04-02,5.6
2018-02-09,Os Três Patetas,,76489,The Three Stooges,2012-04-13,5.757
2018-07-17,A Montanha Enfeitiçada,,14821,Escape to Witch Mountain,1975-03-21,6.408
2018-04-17,Mister Brau: O Filme,"(inédito em TV aberta / exibição das três primeiras temporadas da série de mesmo nome, reeditados em formato de telefilme)",519158,Mister Brau: O Filme,2018-04-17,6.0
2018-07-23,Super-Herói: O Filme,,11918,Superhero Movie,2008-03-28,5.228
2018-07-20,Acampamento do Papai,,14144,Daddy Day Camp,2007-08-08,4.835
2018-07-16,Shrek Terceiro,,810,Shrek the Third,2007-05-17,6.285
2018-07-25,O Diário da Princesa 2,,11130,The Princess Diaries 2: Royal Engagement,2004-08-06,6.674
2018-07-19,As Aventuras de Sharkboy e Lavagirl,,14199,The Adventures of Sharkboy and Lavagirl,2005-06-10,5.137
2018-07-24,Alvin e os Esquilos 3, (somente para o RJ),6477,Alvin and the Chipmunks,2007-12-13,5.803
2018-08-02,Sempre Ao Seu Lado,,28178,Hachi: A Dog's Tale,2009-06-08,8.006
2018-08-03,O Amor é Cego,,9889,Shallow Hal,2001-11-01,6.151
2018-07-26,Stardust: O Mistério da Estrela,,2270,Stardust,2007-08-09,7.252
2018-08-01,A Proposta,,18240,The Proposal,2009-06-01,7.124
2018-08-07,Divino Processo,,257177,Frank vs. God,2014-02-19,6.8
2018-07-30,A Estranha Vida de Timothy Green,,71864,The Odd Life of Timothy Green,2012-08-15,6.976
2018-07-27,O Fada do Dente,,23023,Tooth Fairy,2010-01-14,5.486
2018-08-09,Querido John,,22971,Dear John,2010-02-04,6.836
2018-08-08,Um Encontro Com Seu Ídolo,,13476,Win a Date with Tad Hamilton!,2004-01-23,5.722
2018-08-10,Surpresa em Dobro,,22949,Old Dogs,2009-11-24,5.493
2018-08-13,As Mil Palavras,,953764,As Mil Palavras de Giacomo Geremia,2022-03-13,0.0
2018-08-14,,,,,,
2018-08-06,Uma Manhã Gloriosa,,38357,Morning Glory,2010-11-10,6.3
2018-07-04,Homem-Aranha 3,"(exibição mais cedo, após o Jornal Hoje)",634649,Spider-Man: No Way Home,2021-12-15,8.0
2018-08-16,Confissões de uma Noiva,,62379,Confessions of an American Bride,2007-08-16,5.8
2018-08-15,10 Coisas Que Eu Odeio em Você, (somente para as afiliadas da Globo),4951,10 Things I Hate About You,1999-03-30,7.576
2018-08-21,,,,,,
2018-08-23,O Namorado da Minha Namorada,,46198,My Girlfriend's Boyfriend,2010-04-22,5.75
2018-08-22,Uma Família em Apuros,,24476,Beethoven's 3rd,2000-09-07,5.123
2018-06-29,As Aventuras de Pi,"(exibição mais cedo, após o Jornal Hoje)",18975,The Adventures of Pinocchio,1996-07-26,5.315
2018-05-22,O Candidato,(somente para as afiliadas da Globo),1046816,O CANDIDATO,2022-10-07,0.0
2018-08-17,Um Bom Partido,,77875,Playing for Keeps,2012-11-29,5.632
2018-08-20,Marley e Eu,,14306,Marley & Me,2008-12-25,7.203
2018-08-28,Amor Plus Size,,121730,Big is Beautiful,2012-03-27,5.82
2018-08-29,Como Agarrar Meu Ex-Namorado,,54054,One for the Money,2012-01-26,5.54
2018-08-24,Plano B,,293451,Plano B,2014-04-21,8.0
2018-08-31,Missão Quase Impossível,,23172,The Spy Next Door,2010-01-15,5.852
2018-08-27,A Vingança das Damas de Honra,,62592,Revenge of the Bridesmaids,2010-07-18,6.6
2018-09-03,Vestida Para Casar,,792269,Vestida Para Casar,2012-01-01,1.0
2018-09-06,,,,,,
2018-09-05,Quando em Roma,,13477,When in Rome,2010-01-29,6.002
2018-08-30,O Impossível,,1151743,Fuga Impossível: O Filme,,0.0
2018-09-10,Esposa de Mentirinha,,50546,Just Go with It,2011-02-10,6.674
2018-09-11,Ondas da Vida,,330115,Ride,2014-11-08,5.7
2018-09-07,Madagascar 2,,10527,Madagascar: Escape 2 Africa,2008-10-30,6.48
2018-09-17,Treinando o Papai,,13680,The Game Plan,2007-09-28,6.466
2018-09-13,O Filho Eterno,,417565,O Filho Eterno,2016-12-01,7.4
2018-09-18,Salvem Minha Filha!,,309317,My Daughter Must Live,2014-07-15,4.2
2018-09-14,Sexta-Feira Muito Louca,,505904,Freaky Friday,2018-09-14,5.4
2018-09-19,Uma Boa Ação,,62008,Good Deeds,2012-02-23,6.4
2018-09-20,, (Sessão da Tarde Especial / somente para o RS / primeiro filme da sessão com o selo +14),,,,
2018-09-04,Força de Viver,,395993,Stronger,2017-09-22,6.993
2018-09-21,Entrando Numa Fria Maior Ainda Com a Família,,39451,Little Fockers,2010-12-21,5.64
2018-09-12,A Conselheira Amorosa,,158150,How to Fall in Love,2012-07-21,5.8
2018-09-24,A Sogra,"(inédito na Globo, ex-SBT)",713801,A Sogra,1954-06-08,0.0
2018-09-26,Uma Lição de Mãe,,109753,"Three Weeks, Three Kids",2011-06-14,6.192
2018-09-27,Sem Reservas,,3638,No Reservations,2007-06-15,6.542
2018-09-28,Segurança de Shopping,,256961,Paul Blart: Mall Cop 2,2015-04-16,5.152
2018-10-01,Querido Companheiro,(inédito em TV aberta),102764,My Pal Gus,1952-12-01,0.0
2018-10-02,Meu Namorado Perfeito,,279582,Looking for Mr. Right,2014-06-07,5.7
2018-10-03,Táxi,,2330,Taxi,1998-04-08,6.65
2018-10-04,,,,,,
2018-10-05,Click,,9339,Click,2006-06-23,6.268
2018-10-08,Um Cachorro Para Dois,,415766,Who Gets the Dog?,2016-09-13,5.3
2018-10-11,O Terno de 2 Bilhões de Dólares,,10771,The Tuxedo,2002-09-27,5.705
2018-10-09,Que Horas Ela Volta?,,310569,The Second Mother,2015-06-04,8.0
2018-10-15,Detetives do Prédio Azul (D.P.A.): O Filme,(inédito em TV aberta),390867,D.P.A. Detetives do Prédio Azul - O Filme,2017-07-13,6.9
2018-10-17,Voando Para o Amor,,175528,Baggage Claim,2013-09-27,5.3
2018-10-18,Mamãe: Operação Balada,,252680,Moms' Night Out,2014-03-25,5.6
2018-10-10,Do Outro Lado da Linha,,17334,The Other End of the Line,2008-10-29,6.549
2018-10-23,Mamãe Precisa Casar,,277653,My Mother's Future Husband,2014-05-11,5.7
2018-10-19,Lara Croft: Tomb Raider,,1995,Lara Croft: Tomb Raider,2001-06-11,5.876
2018-10-24,Uma Prova de Amor,,102599,Zeca Pagodinho: DVD MTV Especial - Uma Prova de Amor ao Vivo,2009-01-01,0.0
2018-10-26,Tio Papi,,207850,Tio Papi,2013-09-06,6.6
2018-10-22,Jogada Certa,,38093,Just Wright,2010-05-14,6.392
2018-10-29,Dança Comigo?,,663013,Dance Together,2019-10-19,7.5
2018-10-30,De Onde Eu Te Vejo,(inédito em TV aberta),291211,De Onde Eu Te Vejo,2015-04-23,7.1
2018-10-25,Aromas e Sensibilidade,,104109,Scents and Sensibility,2011-05-13,5.3
2018-05-10,Superando o Passado,(somente para as afiliadas da Globo),126285,A Dog Named Duke,2012-04-28,6.6
2018-11-02,O Último Mestre do Ar,,10196,The Last Airbender,2010-06-30,4.668
2018-11-06,À Procura da Felicidade,,1402,The Pursuit of Happyness,2006-12-14,7.902
2018-11-07,Um Amor Verdadeiro,,111605,True Love,1989-09-15,6.1
2018-10-31,Flores de Aço,,136718,Steel Magnolias,2012-10-07,7.1
2018-11-14,Uma Folga Para Mamãe,,279332,Mom's Day Away,2014-05-11,6.0
2018-11-13,Um Amor à Altura,(inédito em TV aberta),366514,Up for Love,2016-05-04,6.015
2018-11-20,Por Água Abaixo,,11619,Flushed Away,2006-10-22,6.244
2018-11-08,Vitórias de uma Vida,,254065,The Gabby Douglas Story,2014-02-01,7.4
2018-11-19,Eu Sou o Número Quatro,,46529,I Am Number Four,2011-02-18,6.177
2018-11-05,Encontro de Amor,,7303,Maid in Manhattan,2002-12-13,6.094
2018-11-09,Compramos um Zoológico,,74465,We Bought a Zoo,2011-12-08,6.754
2018-07-12,Os Três Mosqueteiros,"(exibição mais cedo, após o Jornal Hoje)",172501,Os Três Mosqueteiros Trapalhões,1980-03-05,5.2
2018-11-22,Pare o Casamento!,,284166,For Better or For Worse,2014-07-19,5.645
2018-11-15,Shrek Para Sempre,,10192,Shrek Forever After,2010-05-16,6.346
2018-11-12,Antes de Partir,,258099,Just Before I Go,2015-04-24,6.514
2018-11-23,De Repente 30,,10096,13 Going on 30,2004-04-13,6.723
2018-11-16,"Alexandre e o Dia Terrível, Horrível, Espantoso e Horroroso",,218778,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014-10-08,6.196
2018-11-21,Uma Escolha de Mãe,,339841,A Mother's Prayer,1995-05-25,10.0
2018-11-26,Meu Passado Me Condena: O Filme,,228202,Meu Passado Me Condena: O Filme,2013-10-25,6.4
2018-11-27,Todo Poderoso,,135267,Todo Poderoso: O Filme - 100 Anos de Timão,2010-07-30,8.7
2018-11-30,Meninas Malvadas,(reclassificado para 12 anos),10625,Mean Girls,2004-04-30,7.182
2018-11-29,Noiva em Fuga,,282758,Doctor Who: The Runaway Bride,2006-12-25,7.7
2018-12-05,O Amor Não Tira Férias,"(inédito na Globo, ex-RecordTV)",1581,The Holiday,2006-12-08,7.1
2018-12-04,Lição de Vida,,11121,Tess,1979-10-06,6.976
2018-12-06,Apenas Amigos,,501902,Just Friends,2018-03-07,7.11
2018-12-03,O Melhor Amigo da Noiva,,10761,Made of Honor,2008-04-30,6.431
2018-12-07,Roubo nas Alturas,"(inédito na Globo, ex-RecordTV)",59108,Tower Heist,2011-11-02,6.057
2018-12-12,Uma Garota Encantada,,14442,Ella Enchanted,2004-04-09,6.438
2018-12-13,Aventura dos Sete Mares,,285191,Captain Sabertooth and the Treasure of Lama Rama,2014-09-26,5.4
2018-12-10,MIB: Homens de Preto 3,"(exibição excepcionalmente mais cedo, após o Jornal Hoje)",41154,Men in Black 3,2012-05-23,6.506
2018-12-20,As Férias do Pequeno Nicolau,,277368,Nicholas on Holiday,2014-07-09,5.322
2018-12-18,Garoto-Formiga 2,,314285,Antboy: Revenge of the Red Fury,2014-12-25,6.482
2018-12-26,Os Smurfs 2,,77931,The Smurfs 2,2013-07-30,5.77
2018-12-17,Como Treinar o Seu Dragão,(início da temporada na Sessão da Tarde de Férias | exceto para o RJ - RJ2 Especial: Incêndio em Manguinhos),638507,How to Train Your Dragon: Homecoming,2019-10-25,8.08
2018-12-21,Alvin e os Esquilos 2,,6477,Alvin and the Chipmunks,2007-12-13,5.803
2018-12-11,Quando os Anjos Cantam,,57210,Angels Sing,2013-10-19,5.5
2018-12-25,A Bússola de Ouro,"(exibição excepcionalmente mais cedo, após o Jornal Hoje)",2268,The Golden Compass,2007-12-04,6.041
2018-11-01,X-Men: O Filme,(reclassificado para 12 anos),36657,X-Men,2000-07-13,6.994
2018-12-14,O Reino Proibido,,1729,The Forbidden Kingdom,2008-04-18,6.611
2018-12-27,Descendentes,,448552,Descendentes: O Destino dos Irmãos,2017-03-25,0.0
2018-12-28,Shrek 2,,809,Shrek 2,2004-05-19,7.24
2017-01-02,Diário de um Banana 3: Dias de Cão,,82650,Diary of a Wimpy Kid: Dog Days,2012-08-02,6.281
2018-12-31,Hotel Transilvânia,,585083,Hotel Transylvania: Transformania,2022-02-25,7.0
2018-12-19,O Bicho Vai Pegar 2,,13690,Open Season 2,2008-09-24,5.8
2017-01-03,Skylar: A Garota Destemida,,138038,Girl vs. Monster,2012-10-12,6.348
2017-01-04,Planeta 51,,16866,Planet 51,2009-11-19,5.843
2017-01-05,Rádio Rebel,,89185,Radio Rebel,2012-06-09,6.207
2017-01-06,Lara Croft: Tomb Raider,,1995,Lara Croft: Tomb Raider,2001-06-11,5.876
2017-01-13,As Crônicas De Nárnia: Principe Caspian,,2454,The Chronicles of Narnia: Prince Caspian,2008-05-15,6.613
2018-12-24,Ratatouille,,2062,Ratatouille,2007-06-28,7.803
2017-01-18,Matilda,,10830,Matilda,1996-08-02,7.144
2017-01-12,Os Sem-Floresta,,7518,Over the Hedge,2006-05-17,6.531
2017-01-11,Garoto-Formiga 2,,314285,Antboy: Revenge of the Red Fury,2014-12-25,6.482
2017-01-09,Eragon,,2486,Eragon,2006-12-14,5.067
2017-01-20,Eu Sou O Número Quatro,,46529,I Am Number Four,2011-02-18,6.177
2017-01-23,Entrando Numa Fria Maior Ainda,,39451,Little Fockers,2010-12-21,5.64
2017-01-16,Transformers,,1858,Transformers,2007-06-27,6.777
2017-01-24,As Crônicas De Spiderwick,,8204,The Spiderwick Chronicles,2008-02-14,6.613
2017-01-26,O Fada Do Dente 2,,84575,Tooth Fairy 2,2012-03-06,4.993
2017-01-27,MIB: Homens De Preto 3,,41154,Men in Black 3,2012-05-23,6.506
2017-01-19,Zathura: Uma Aventura Espacial,,6795,Zathura: A Space Adventure,2005-11-06,6.401
2017-01-30,,,,,,
2017-02-01,O Incrível Livro De Hipnotismo De Molly,,350505,Molly Moon and the Incredible Book of Hypnotism,2015-04-11,5.3
2017-01-31,O Besouro Verde,,40805,The Green Hornet,2011-01-12,5.562
2017-01-25,Alvin E Os Esquilos,,6477,Alvin and the Chipmunks,2007-12-13,5.803
2017-02-03,O Terno De 2 Bilhões De Dólares,,10771,The Tuxedo,2002-09-27,5.705
2017-02-07,Mara E O Senhor Do Fogo,,328032,Mara and the Firebringer,2015-04-02,5.6
2017-02-08,Meu Tio Matou Um Cara,,77710,My Uncle Killed a Guy,2004-12-12,6.0
2017-02-06,Operação Babá,,10022,The Pacifier,2005-03-04,6.055
2017-02-09,"Espelho, Espelho Meu",,872211,Espelho Espelho Meu,2021-02-16,2.0
2018-11-28,A Luta Por Um Ideal,,82631,Won't Back Down,2012-09-28,6.1
2017-02-02,A Fera,,680295,A Feral World,2020-09-22,6.1
2017-02-14,2 Filhos De Francisco,,49367,Two Sons of Francisco,2005-08-19,6.807
2017-02-13,Marley &amp; Eu,,72391,Marley & Me: The Puppy Years,2011-06-01,5.8
2017-02-15,Um Príncipe Em Minha Vida,,11137,The Prince & Me,2004-03-28,6.187
2017-02-10,Os Pinguins Do Papai,,58224,Mr. Popper's Penguins,2011-06-17,5.93
2017-02-16,Edward Mãos De Tesoura, (somente para as afiliadas da Globo),162,Edward Scissorhands,1990-12-05,7.715
2017-02-21,Recém-Chegada,,14536,New in Town,2009-01-30,5.831
2017-02-23,Você Não Pode Beijar A Noiva, (somente para as afiliadas da Globo),73500,You May Not Kiss the Bride,2011-04-03,5.7
2017-02-17,Cada Um Tem A Gêmea Que Merece, (somente para as afiliadas da Globo),71880,Jack and Jill,2011-11-11,4.347
2017-02-24,Um Faz De Conta Que Acontece,,10202,Bedtime Stories,2008-12-24,6.132
2017-02-20,De Repente 30,,10096,13 Going on 30,2004-04-13,6.723
2017-02-22,Uma Lição De Mãe,,109753,"Three Weeks, Three Kids",2011-06-14,6.192
2017-03-06,Jogada Certa, (somente para as afiliadas da Globo),38093,Just Wright,2010-05-14,6.392
2017-03-07,Encontro De Amor,(somente para as afiliadas da Globo),7303,Maid in Manhattan,2002-12-13,6.094
2017-03-09,A Lagoa Azul, (somente para o PE),13888,Return to the Blue Lagoon,1991-08-02,6.254
2017-03-02,Encantada,,204678,Enchanted Isles,1965-03-15,6.7
2017-01-17,,(inédito em TV aberta),,,,
2017-03-03,Click,,9339,Click,2006-06-23,6.268
2017-03-13,Licença Para Casar,"(inédito na Globo, ex-SBT)",2959,License to Wed,2007-07-04,5.677
2017-03-15,O Medalhão,,10610,The Medallion,2003-08-15,5.583
2017-03-10,Segurança De Shopping, (somente para as afiliadas da Globo),256961,Paul Blart: Mall Cop 2,2015-04-16,5.152
2017-03-20,Coincidências Do Amor, (somente para as afiliadas da Globo),41210,The Switch,2010-05-11,6.246
2017-03-14,Voando Alto, (somente para as afiliadas da Globo),625561,Travis Scott: Look Mom I Can Fly,2019-08-28,7.0
2017-03-21,Noivas Em Guerra, (somente para as afiliadas da Globo),10521,Bride Wars,2009-01-09,6.236
2017-03-23,A Filha Do Chefe, (somente para as afiliadas da Globo),2830,My Boss's Daughter,2003-08-21,5.012
2017-03-16,Johnny, (somente para as afiliadas da Globo),920220,Johnny,2022-09-23,7.3
2017-03-17,O Fada Do Dente,(somente para as afiliadas da Globo),23023,Tooth Fairy,2010-01-14,5.486
2017-03-27,Como Se Fosse A Primeira Vez, (somente para as afiliadas da Globo),555790,As If It Were the First Time,2019-08-30,6.837
2017-03-28,Castelos De Gelo, (somente para as afiliadas da Globo),33570,Ice Castles,2010-02-09,6.5
2017-03-22,Falando Grego, (somente para as afiliadas da Globo),23049,My Life in Ruins,2009-06-05,6.116
2017-03-24,Compramos Um Zoológico, (somente para as afiliadas da Globo),74465,We Bought a Zoo,2011-12-08,6.754
2017-04-03,O Melhor Amigo Da Noiva,(somente para as afiliadas da Globo),10761,Made of Honor,2008-04-30,6.431
2017-03-30,Amor Às Escuras, (somente para as afiliadas da Globo),289523,Midnight Masquerade,2014-09-27,5.9
2017-03-31,O Mentiroso, (somente para as afiliadas da Globo),394529,O Mentiroso,1988-01-02,0.0
2017-04-05,Mudança De Hábito 2: Mais Loucuras No Convento, (somente para as afiliadas da Globo),6279,Sister Act 2: Back in the Habit,1993-12-09,6.363
2017-03-29,Programa De Proteção Para Princesas,,19458,Princess Protection Program,2009-06-13,6.633
2017-04-10,Do Outro Lado Da Linha,(somente para as afiliadas da Globo),17334,The Other End of the Line,2008-10-29,6.549
2017-04-04,Um Grande Garoto,(somente para as afiliadas da Globo),8669,Charlie Bartlett,2007-05-01,6.7
2017-04-17,A Herança De Mr. Deeds,(somente para as afiliadas da Globo),2022,Mr. Deeds,2002-06-28,5.834
2017-04-06,Sempre Ao Seu Lado, (somente para as afiliadas da Globo),28178,Hachi: A Dog's Tale,2009-06-08,8.006
2017-04-20,As Viagens De Gulliver,,18974,The 3 Worlds of Gulliver,1960-11-30,6.7
2017-04-21,Shrek 2,,809,Shrek 2,2004-05-19,7.24
2017-04-07,Missão Quase Impossível,,23172,The Spy Next Door,2010-01-15,5.852
2017-04-13,Homem-Aranha 2,,324857,Spider-Man: Into the Spider-Verse,2018-12-06,8.402
2017-04-24,A Estranha Vida De Timothy Green,(somente para as afiliadas da Globo),71864,The Odd Life of Timothy Green,2012-08-15,6.976
2017-04-26,Sorte No Amor,,10025,Just My Luck,2006-05-12,6.112
2017-04-25,Recém-Casados, (somente para as afiliadas da Globo),68941,I Do...Knot,2009-08-28,7.5
2017-04-27,Maluca Paixão, (somente para as afiliadas da Globo),23706,All About Steve,2009-08-06,4.939
2017-01-10,A Menina E O Porquinho,,1149991,A Menina e o Porquinho,1990-12-13,0.0
2017-05-03,Mamãe: Operação Balada,(somente para as afiliadas da Globo),252680,Moms' Night Out,2014-03-25,5.6
2017-04-28,Carros 2,,49013,Cars 2,2011-06-11,6.069
2017-05-01,Hotel Transilvânia,,585083,Hotel Transylvania: Transformania,2022-02-25,7.0
2017-05-04,A Força De Um Sonho,(somente para as afiliadas da Globo),158388,Little Red Wagon,2012-10-10,6.5
2017-05-09,Tá Todo Mundo Louco, (somente para as afiliadas da Globo),9896,Rat Race,2001-08-17,6.2
2017-05-05,A Montanha Enfeitiçada,,14821,Escape to Witch Mountain,1975-03-21,6.408
2017-05-15,Sem Reservas,(inédito na Globo; ex-SBT),3638,No Reservations,2007-06-15,6.542
2017-05-19,Três Ladrões E Um Bebê,,25676,Robin-B-Hood,2006-09-28,7.011
2017-05-16,Livres Como O Vento,,334354,Windstorm 2,2015-05-14,7.4
2017-05-22,Uma Família Em Apuros, (somente para as afiliadas da Globo),24476,Beethoven's 3rd,2000-09-07,5.123
2017-05-23,Minha Mãe Quer Que Eu Case, (somente para as afiliadas da Globo),1257,Because I Said So,2007-02-02,5.94
2017-05-17,Amizade Inesperada, (somente para as afiliadas da Globo),1059518,Amizade Inesperada,2022-12-21,0.0
2017-05-26,Motoqueiros Selvagens, (somente para as afiliadas da Globo),42533,Angels Die Hard,1970-07-08,5.0
2017-05-08,Táxi,,2330,Taxi,1998-04-08,6.65
2017-05-12,Meninas Malvadas,,10625,Mean Girls,2004-04-30,7.182
2017-05-18,O Casamento Do Meu Melhor Amigo,(somente para as afiliadas da Globo),409289,My Best Friend's Wedding,2016-08-05,5.6
2017-05-25,O Diário Da Princesa,,9880,The Princess Diaries,2001-08-03,6.94
2017-06-02,Sexta-Feira Muito Louca,(somente para as afiliadas da Globo),505904,Freaky Friday,2018-09-14,5.4
2017-05-24,Tudo É Possível, (somente para as afiliadas da Globo),897330,Belo Monte: Um mundo onde tudo é possível,2017-04-13,0.0
2017-05-30,Além Da Sala De Aula,,60895,Beyond the Blackboard,2011-04-24,7.648
2017-05-31,Footloose: Ritmo Contagiante,(somente para as afiliadas da Globo),68817,Footloose,2011-10-06,6.598
2017-05-29,O Amor É Cego,,9889,Shallow Hal,2001-11-01,6.151
2017-06-05,O Bicho Vai Pegar,,7484,Open Season,2006-09-27,6.13
2017-04-14,Epa! Cadê O Noé?,(inédito em TV aberta),326215,Ooops! Noah Is Gone...,2015-03-26,6.337
2017-06-06,"Loucas Por Amor, Viciadas Em Dinheiro",(somente para as afiliadas da Globo),12085,Mad Money,2008-01-17,6.488
2017-06-07,Resgate Abaixo De Zero, (somente para as afiliadas da Globo),9036,Eight Below,2006-02-17,6.98
2017-06-01,Em Meus Sonhos, (somente para as afiliadas da Globo),752630,In My Dream,2020-10-22,3.0
2017-06-12,O Diário De Uma Babá, (somente para as afiliadas da Globo),12435,The Nanny Diaries,2007-08-24,6.354
2017-06-14,Como Perder Um Homem Em 10 Dias, (somente para as afiliadas da Globo),9919,How to Lose a Guy in 10 Days,2003-02-07,6.744
2017-06-08,A Feiticeira,(somente para as afiliadas da Globo),411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-07,7.12
2017-06-09,O Paizão, (somente para as afiliadas da Globo),9032,Big Daddy,1999-06-25,6.451
2017-06-21,Mudança De Hábito, (somente para as afiliadas da Globo),6279,Sister Act 2: Back in the Habit,1993-12-09,6.363
2017-06-22,A Lenda De Longwood, (somente para as afiliadas da Globo),337012,The Legend of Longwood,2014-11-16,5.6
2017-06-23,Uma Garota Encantada,,14442,Ella Enchanted,2004-04-09,6.438
2017-06-13,Pai Por Acaso,,65647,Monsieur Papa,2011-06-01,5.5
2017-06-27,Quase Casadas, (somente para as afiliadas da Globo),163814,Nearlyweds,2013-01-12,6.8
2017-06-16,Quarteto Fantástico,,22059,The Fantastic Four,1994-05-31,4.411
2017-06-28,Meu Pé De Laranja Lima, (somente para as afiliadas da Globo),191185,My Sweet Orange Tree,2013-04-19,7.1
2017-06-15,Gato De Botas,,227399,Extraterrestrial Cat in Boots,1990-01-01,5.0
2017-06-26,Todo Poderoso,(somente para as afiliadas da Globo),135267,Todo Poderoso: O Filme - 100 Anos de Timão,2010-07-30,8.7
2017-05-11,Redescobrindo O Amor, (somente para as afiliadas da Globo),323673,Just the Way You Are,2015-05-09,4.889
2017-07-05,O Bicho Vai Pegar 3,,7484,Open Season,2006-09-27,6.13
2017-07-10,Ratatouille,,2062,Ratatouille,2007-06-28,7.803
2017-07-11,Lagoa Azul: O Despertar,,115290,Blue Lagoon: The Awakening,2012-06-16,6.452
2017-06-30,Imagine Só,,470878,I Can Only Imagine,2018-02-14,7.491
2017-07-12,Alvin E Os Esquilos 2,,6477,Alvin and the Chipmunks,2007-12-13,5.803
2017-07-13,Hanni &amp; Nanni 2,,429971,Hanni & Nanni 4,2017-05-25,6.2
2017-07-14,Pequenos Espiões 4,,56288,Spy Kids: All the Time in the World,2011-08-18,4.69
2017-07-03,Uma Noite No Museu,,751741,Night at the Museum: Kahmunrah Rises Again,2022-12-09,6.74
2017-07-18,As Aventuras De Sharkboy E Lavagirl,,14199,The Adventures of Sharkboy and Lavagirl,2005-06-10,5.137
2017-07-25,Shrek Terceiro,,810,Shrek the Third,2007-05-17,6.285
2017-07-17,A Super Agente,,102662,"Superbug, Super Agent",1972-12-21,5.8
2017-07-19,Lara Croft: Tomb Raider,,1995,Lara Croft: Tomb Raider,2001-06-11,5.876
2017-07-26,Quarteto Fantástico E O Surfista Prateado,,1979,Fantastic Four: Rise of the Silver Surfer,2007-06-13,5.59
2017-07-24,Viagem Ao Centro Da Terra: O Filme,"(inédito na Globo, ex-SBT)",88751,Journey to the Center of the Earth,2008-07-10,6.061
2017-07-31,As Férias Da Minha Vida,,17379,Last Holiday,2006-01-13,7.087
2017-08-02,Uma Manhã Gloriosa,,38357,Morning Glory,2010-11-10,6.3
2017-08-01,Coração De Cavaleiro, (somente para as afiliadas da Globo),9476,A Knight's Tale,2001-05-11,6.864
2017-07-27,Madagascar,,953,Madagascar,2005-05-25,6.888
2017-08-09,Doze É Demais,,691683,Cheaper by the Dozen,2022-03-18,6.53
2017-08-15,Salvem Minha Filha!,,309317,My Daughter Must Live,2014-07-15,4.2
2017-08-14,Vestida Para Casar,(somente para as afiliadas da Globo),792269,Vestida Para Casar,2012-01-01,1.0
2017-06-19,Treinando O Papai, (somente para as afiliadas da Globo),13680,The Game Plan,2007-09-28,6.466
2017-07-28,Homem-Aranha,,1142025,Curta: Homem-Aranha Nunca Mais,,0.0
2017-08-16,Uma Folga Para Mamãe,,279332,Mom's Day Away,2014-05-11,6.0
2017-08-10,Aromas E Sensibilidade, (somente para as afiliadas da Globo),104109,Scents and Sensibility,2011-05-13,5.3
