data,title,comments,year
02/10,Maluca Paixão | As Aventuras Dos 7 Anões ,(somente para as afiliadas da Globo),2017
03/10,De Repente Grávida | O Bicho Vai Pegar 2, (somente para as afiliadas da Globo),2017
04/10,"Corina, Uma Babá Perfeita",,2017
05/10,Pare O Casamento! | MIB: Homens De Preto 2, (somente para as afiliadas da Globo),2017
06/10,O Fada Do Dente,,2017
09/10,As Mil Palavras,,2017
10/10,Encantada,,2017
11/10,Zathura: Uma Aventura Espacial,,2017
12/10,Homem De Ferro (2008),,2017
13/10,Madagascar 2,,2017
16/10,Jogada Certa | O Espanta Tubarões, (somente para as afiliadas da Globo),2017
17/10,Lição De Vida | O Aluno Ducobu, (somente para as afiliadas da Globo),2017
18/10,Doze É Demais 2,,2017
19/10,Amor Plus Size | A Casa Monstro, (somente para as afiliadas da Globo),2017
20/10,O Diabo Veste Prada | Flicka 3 ,(somente para as afiliadas da Globo),2017
23/10,Licença Para Casar | O Golfinho: A História De Um Sonhador, (somente para as afiliadas da Globo),2017
24/10,Mudança De Hábito 2: Mais Loucuras No Convento,,2017
25/10,Querido John | Ramona E Beezus, (somente para as afiliadas da Globo),2017
26/10,Revivendo O Amor | Vencendo Desafios ,(somente para as afiliadas da Globo),2017
27/10,Segurança De Shopping | O Dragão Dourado ,(somente para as afiliadas da Globo),2017
30/10,Táxi (2004) | Um Amor De Cachorro ,(somente para as afiliadas da Globo),2017
31/10,Um Presente Para Helen | Billy Stone E O Medalhão Mágico, (somente para as afiliadas da Globo),2017
01/11,O Paizão | Cupido: A Magia Do Amor ,(somente para as afiliadas da Globo),2017
02/11,Como Treinar O Seu Dragão,,2017
03/11,Transformers: A Vingança Dos Derrotados,,2017
06/11,Noivas Em Guerra | Pequenos Invasores ,(somente para as afiliadas da Globo),2017
07/11,2 Filhos De Francisco | O Garoto Invisível (2014) ,(somente para as afiliadas da Globo),2017
08/11,De Volta À Lagoa Azul,,2017
09/11,Um Presente Para Toda Vida,,2017
10/11,A Creche Do Papai,,2017
13/11,Esposa De Mentirinha | Oddball E Os Pinguins ,(somente para as afiliadas da Globo),2017
14/11,Mamãe Precisa Casar | Material Girls ,(somente para as afiliadas da Globo),2017
15/11,MIB: Homens De Preto 3,,2017
16/11,Sem Reservas,,2017
17/11,O Amor É Cego | Arena Dos Sonhos ,(somente para as afiliadas da Globo),2017
20/11,Monstros S.A.,,2017
21/11,Uma Família Em Apuros | Em Busca Do Baile , (inédito em TV aberta / somente para as afiliadas da Globo),2017
22/11,O Diário Da Princesa,,2017
23/11,Ensinando A Viver | Skyrunners , (somente para as afiliadas da Globo),2017
24/11,A Herança De Mr. Deeds | Perdido Pra Cachorro 3 , (somente para as afiliadas da Globo),2017
27/11,Tá Todo Mundo Louco,,2017
28/11,Decisões Extremas | A Família Addams 2 (1993) ,(somente para as afiliadas da Globo / reclassificado para 12 anos / primeiro filme da sessão com o selo +12),2017
29/11,Um Amor De Estimação | Tainá: A Origem ,(inédito em TV aberta / somente para as afiliadas da Globo),2017
30/11,O Namorado Da Minha Namorada | Megamente ,(somente para as afiliadas da Globo),2017
01/12,Bater Ou Correr Em Londres | Homem-Aranha 3 ,(somente para as afiliadas da Globo),2017
04/12,Apenas Amigos | Projeto Jensen, (somente para as afiliadas da Globo),2017
05/12,A Guerra Dos Biscoitos  | O Príncipe Do Egito,(inédito em TV aberta),2017
06/12,A Vingança Das Damas de Honra | K9: Uma Aventura De Natal, (somente para as afiliadas da Globo),2017
07/12,O Anjo Mora Ao Lado,,2017
08/12,Motoqueiros Selvagens,,2017
11/12,Acampamento Do Papai,,2017
12/12,Não Houve Exibição - Mundial de Clubes: Grêmio x Pachuca,,2017
13/12,Tá Dando Onda,,2017
14/12,Quando Os Anjos Cantam ,(inédito em TV aberta),2017
15/12,As Crônicas De Nárnia: A Viagem Do Peregrino Da Alvorada,,2017
18/12,Alvin E Os Esquilos 3,,2017
19/12,Shrek 2,,2017
20/12,A Nova Cinderela,,2017
21/12,Carros 2,,2017
22/12,Operação Presente,,2017
25/12,Os Saltimbancos Trapalhões: Rumo a Hollywood ,(inédito em TV aberta),2017
26/12,Mara E O Senhor do Fogo,,2017
27/12,Quarteto Fantástico E O Surfista Prateado,,2017
28/12,A Origem Dos Guardiões,,2017
29/12,As Aventuras De Tintim,,2017
01/01,Gato De Botas,,2016
04/01,Marmaduke,,2016
05/01,A Super Agente,,2016
06/01,Eragon,,2016
07/01,A Nova Cinderela,,2016
08/01,As Viagens De Gulliver,,2016
11/01,Ela É O Cara,,2016
12/01,O Fada Do Dente 2,,2016
13/01,Outback: Uma Galera Animal ,(inédito em TV aberta),2016
14/01,Dragonball Evolution,,2016
15/01,Pequenos Espiões 4,,2016
18/01,Uma Noite No Museu 2,,2016
19/01,A Gangue Zip Zap ,(inédito em TV aberta),2016
20/01,Força G | A Lenda Do Tesouro Perdido ,(somente para o RJ),2016
21/01,Marte Precisa De Mães ,(inédito em TV aberta),2016
22/01,O Diário De Tati,,2016
25/01,"Carros | A Lenda Do Tesouro Perdido  | As Crônicas De Nárnia: O Leão, A Feiticeira E O Guarda Roupa ",(somente para SP),2016
26/01,O Pequeno Nicolau,,2016
27/01,Caçadores De Dragões,,2016
28/01,Skylar: A Garota Destemida ,(inédito em TV aberta),2016
29/01,Billy Stone E O Medalhão Mágico,,2016
01/02,17 Outra Vez,,2016
02/02,A Filha Do Presidente (2004),,2016
03/02,Férias Da Família Johnson,,2016
04/02,Monte Carlo,,2016
05/02,Super-Herói: O Filme,,2016
08/02,Shrek Terceiro,,2016
09/02,Não Houve Exibição - Carnaval Globeleza: Apuração SP | Rango ,(somente para o RJ),2016
10/02,Não Houve Exibição - Carnaval Globeleza: Apuração RJ,,2016
11/02,Mara E O Senhor Do Fogo,,2016
12/02,Táxi (2004),,2016
15/02,À Procura Da Felicidade,,2016
16/02,Encontro De Amor,,2016
17/02,Caminhos Do Coração ,(inédito em TV aberta),2016
18/02,Maluca Paixão,,2016
19/02,A Conselheira Amorosa,,2016
22/02,Coincidências Do Amor ,(reclassificado para 10 anos),2016
23/02,Ghost: Do Outro Lado Da Vida,,2016
24/02,E Se Fosse Verdade,,2016
25/02,Ondas Da Vida,,2016
26/02,Vestida Para Casar,,2016
29/02,Esposa De Mentirinha,,2016
01/03,Uma Manhã Gloriosa ,(reclassificado para 10 anos),2016
02/03,Querido John,,2016
03/03,De Repente Grávida,,2016
04/03,Mudança De Hábito 2: Mais Loucuras No Convento,,2016
07/03,A Herança De Mr. Deeds,,2016
08/03,Bebê De Outubro,,2016
09/03,Um Namorado De Aluguel,,2016
10/03,"Grande Menina, Pequena Mulher",,2016
11/03,Noivas Em Guerra,,2016
14/03,Namoro Virtual,,2016
15/03,Se Eu Fosse Você,,2016
16/03,Não Houve Exibição - Liga dos Campeões: Barcelona x Arsenal,,2016
17/03,O Amor Pede Passagem,,2016
18/03,Acampamento Do Papai,,2016
21/03,Família Por Acaso,,2016
22/03,Recém-Chegada,,2016
23/03,Recém Casados,,2016
24/03,Uma Aventura Animal (2013) ,(inédito em TV aberta),2016
25/03,Lara Croft: Tomb Raider,,2016
28/03,01/04 - Não Houve Exibição - Vale a Pena Ver de Novo: Anjo Mau (1997) + Caminho das Índias,,2016
28/03,01/04 - Não Houve Exibição - Vale a Pena Ver de Novo: Anjo Mau (1997) + Caminho das Índias,,2016
04/04,Você Não Pode Beijar A Noiva,,2016
05/04,Não Houve Exibição - Liga dos Campeões: Barcelona x Atlético de Madrid,,2016
06/04,Quando Em Roma,,2016
07/04,Como Perder Um Homem Em 10 Dias,,2016
08/04,O Auto Da Compadecida,,2016
11/04,Você De Novo,,2016
12/04,O Homem Do Futuro,,2016
13/04,Não Houve Exibição - Liga dos Campeões: Atlético de Madrid x Barcelona,,2016
14/04,"Meu Pai, Meu Herói",,2016
15/04,O Terno De 2 Bilhões De Dólares,,2016
18/04,O Jogo Do Amor,,2016
19/04,Um Tira No Jardim De Infância,,2016
20/04,Duas Vidas,,2016
21/04,As Crônicas De Nárnia: A Viagem Do Peregrino Da Alvorada,,2016
22/04,"Meu Nome É Taylor, Drillbit Taylor",,2016
25/04,Querem Acabar Comigo,,2016
26/04,Não Houve Exibição - Liga dos Campeões: Manchester City x Real Madrid,,2016
27/04,Não Houve Exibição - Liga dos Campeões: Atlético de Madrid x Bayern de Munique,,2016
28/04,Só A Verdade Cura,,2016
29/04,Três Ladrões E Um Bebê,,2016
02/05,Surpresa Em Dobro,,2016
03/05,Não Houve Exibição - Liga dos Campeões: Bayern de Munique x Atlético de Madrid,,2016
04/05,Não Houve Exibição - Liga dos Campeões: Real Madrid x Manchester City,,2016
05/05,Uma Lição De Mãe,,2016
06/05,A Filha Do Chefe,,2016
09/05,"Loucas Por Amor, Viciadas Em Dinheiro",,2016
10/05,Tio Papi ,(inédito em TV aberta),2016
11/05,Mentira Perfeita,,2016
12/05,A Força De Um Sonho,,2016
13/05,Operação Babá,,2016
16/05,O Melhor Amigo Da Noiva,,2016
17/05,Tudo É Possível ,(inédito em TV aberta),2016
18/05,Não Houve Exibição - Final da Liga Europa: Liverpool x Sevilla,,2016
19/05,Um Dia Especial,,2016
20/05,Sorte No Amor,,2016
23/05,Compramos Um Zoológico,,2016
24/05,Footloose: Ritmo Contagiante,,2016
25/05,Enquanto Você Dormia,,2016
26/05,Marley &amp; Eu,,2016
27/05,Quarteto Fantástico E O Surfista Prateado,,2016
30/05,Falando Grego,,2016
31/05,Não Houve Exibição - Reapresentação do Último Capítulo de Totalmente Demais,,2016
01/06,2 Filhos De Francisco,,2016
02/06,A Família Da Noiva,,2016
03/06,A Fera,,2016
06/06,A Feiticeira,,2016
07/06,Sempre Ao Seu Lado,,2016
08/06,Um Beijo Inesquecível ,(inédito em TV aberta),2016
09/06,Não Houve Exibição - Grand Prix de Vôlei Feminino: Brasil x Itália,,2016
10/06,Não Houve Exibição - Grand Prix de Vôlei Feminino: Brasil x Japão,,2016
13/06,Um Grande Garoto,,2016
14/06,O Namorado Da Minha Namorada,,2016
15/06,Nunca Fui Beijada,,2016
16/06,Brigada 49,,2016
17/06,Não Houve Exibição - Liga Mundial de Vôlei Masculino: Brasil x Argentina,,2016
20/06,Do Outro Lado Da Linha,,2016
21/06,Hitch: Conselheiro Amoroso,,2016
22/06,As Férias Da Minha Vida,,2016
23/06,A Creche Do Papai,,2016
24/06,O Zelador Animal,,2016
27/06,Cada Um Tem A Gêmea Que Merece,,2016
28/06,Mudança De Hábito,,2016
29/06,P.S. Eu Te Amo,,2016
30/06,Uma Boa Ação,,2016
01/07,Dança Comigo?,,2016
04/07,As Crônicas De Spiderwick,,2016
05/07,"Espelho, Espelho Meu",,2016
06/07,Não Houve Exibição - Eurocopa: Portugal x País de Gales,,2016
07/07,Não Houve Exibição - Eurocopa: Alemanha x França,,2016
08/07,Pequenos Espiões 2: A Ilha Dos Sonhos Perdidos,,2016
11/07,Astro Boy,,2016
12/07,Hanni &amp; Nanni 2,,2016
13/07,Pequenos Invasores,,2016
14/07,Ducobu 2,,2016
15/07,Encantada,,2016
18/07,Diário De Um Banana 2: Rodrick É O Cara,,2016
19/07,Na Batida Do Coração,,2016
20/07,O Diário Da Princesa,,2016
21/07,Karatê Kid 4: A Nova Aventura,,2016
22/07,Super Escola De Heróis,,2016
25/07,Na Trilha Da Fama,,2016
26/07,Garoto-Formiga,,2016
27/07,Castelos De Gelo,,2016
28/07,Inimigos De Infância,,2016
29/07,Madagascar 2,,2016
01/08,Vitórias De Uma Vida | Monte Carlo ,(somente para as afiliadas da Globo / estreia da Sessão da Tarde alternativa),2016
02/08,Gol! | Cãestronautas ,(somente para as afiliadas da Globo),2016
03/08,Não Houve Exibição - Olimpíadas Rio 2016,,2016
04/08,Não Houve Exibição - Olimpíadas Rio 2016,,2016
08/08,Não Houve Exibição - Olimpíadas Rio 2016,,2016
09/08,Não Houve Exibição - Olimpíadas Rio 2016,,2016
10/08,Não Houve Exibição - Olimpíadas Rio 2016,,2016
11/08,Não Houve Exibição - Olimpíadas Rio 2016,,2016
12/08,Não Houve Exibição - Olimpíadas Rio 2016,,2016
15/08,Não Houve Exibição - Olimpíadas Rio 2016,,2016
16/08,Não Houve Exibição - Olimpíadas Rio 2016,,2016
17/08,Não Houve Exibição - Olimpíadas Rio 2016 | Planeta 51 ,(somente para as regiões Norte e Nordeste),2016
18/08,Não Houve Exibição - Olimpíadas Rio 2016,,2016
19/08,Não Houve Exibição - Olimpíadas Rio 2016,,2016
22/08,A Estranha Vida De Timothy Green ,(inédito em TV aberta),2016
23/08,Vovó...Zona 2 | Zathura: Uma Aventura Espacial ,(somente para as afiliadas da Globo),2016
24/08,Amizade Inesperada | Diário de um Banana 3: Dias de Cão ,(inédito em TV aberta / somente para as afiliadas da Globo),2016
25/08,Voando Alto | Vira-Lata ,(somente para as afiliadas da Globo),2016
26/08,Monstros VS Alienígenas,,2016
29/08,O Fada Do Dente | As Aventuras De Sammy ,(somente para as afiliadas da Globo),2016
30/08,Correio Do Amor | Projeto Jensen ,(somente para as afiliadas da Globo),2016
31/08,"Flashdance, Em Ritmo De Embalo",,2016
01/09,Flores De Aço (2012),,2016
02/09,Alvin E Os Esquilos 3,,2016
05/09,Encontro De Amor | Robosapien: O Meu Melhor Amigo ,(somente para as afiliadas da Globo),2016
06/09,Além Da Sala De Aula | Radio Rebel ,(somente para as afiliadas da Globo),2016
07/09,Quarteto Fantástico (2005),,2016
08/09,Doce Lar | Dr. Dolittle 5 ,(somente para as afiliadas da Globo),2016
09/09,Se Eu Fosse Você 2 | A Lady E O Lobo: O Bicho Tá Solto ,(somente para as afiliadas da Globo),2016
12/09,O Diário De Tati | Skylar: A Garota Destemida ,(somente para as afiliadas da Globo),2016
13/09,O Sentido Do Amor | Perdido Pra Cachorro 3 ,(somente para as afiliadas da Globo),2016
14/09,Minha Mãe Quer Que Eu Case | H20: Meninas Sereias ,(somente para as afiliadas da Globo),2016
15/09,Lições Para Toda A Vida | Flicka 3 ,(somente para as afiliadas da Globo),2016
16/09,As Viagens De Gulliver,,2016
19 a ,09 - Não Houve Exibição - Vale A Pena Ver De Novo: Cheias De Charme + Anjo Mau (1997),,2016
26/09,Noivas Em Guerra | Cupido: A Magia Do Amor ,(somente para as afiliadas da Globo),2016
27/09,Jogo Da Vida | A Menina E O Porquinho (2006) ,(somente para as afiliadas da Globo),2016
28/09,Como Agarrar Meu Ex-Namorado | Best Player: Guerreiros Virtuais ,(somente para as afiliadas da Globo),2016
29/09,Meninas Malvadas | Um Ratinho Encrenqueiro ,(somente para as afiliadas da Globo),2016
30/09,Esposa De Mentirinha | MIB: Homens De Preto ,(somente para as afiliadas da Globo),2016
03/10,Um Bom Partido | Os Sem-Floresta ,(somente para as afiliadas da Globo),2016
04/10,O Menino da Porteira | Fantasmas A Bordo ,(somente para as afiliadas da Globo),2016
05/10,A Herança de Mr. Deeds | SeeFood: Um Peixe Fora D'Água ,(somente para as afiliadas da Globo),2016
06/10,Tudo Que Uma Garota Quer | A Herdeira Da Máfia ,(somente para as afiliadas da Globo),2016
07/10,Uma Família em Apuros | A Gangue Zip Zap ,(somente para as afiliadas da Globo),2016
10/10,Recém-Casados,,2016
11/10,Táxi,,2016
12/10,Gato de Botas,,2016
13/10,Maluca Paixão,,2016
14/10,Tá Todo Mundo Louco,,2016
17/10,O Amor é Cego,,2016
18/10,A Super Agente,,2016
19/10,Loucuras na Idade Média,,2016
20/10,Direito de Mãe,,2016
21/10,Sexta-Feira Muito Louca,,2016
24/10,O Diário de Uma Babá,,2016
25/10,Virada Radical,,2016
26/10,"Seis Dias, Sete Noites",,2016
27/10,Como Não Esquecer Essa Garota,,2016
28/10,"Vovó...Zona 3: Tal Pai, Tal Filho",,2016
31/10,A Feiticeira (2005) | As Aventuras de Sharkboy e Lavagirl ,(somente para as afiliadas da Globo),2016
01/11,Um Amor Verdadeiro (2014)  | O Reino Gelado ,(inédito em TV aberta),2016
02/11,Madagascar 3: Os Procurados,,2016
03/11,Imagine Só | Zack &amp; Cody: O Filme ,(somente para as afiliadas da Globo),2016
04/11,Vencendo Desafios,,2016
07/11,Você De Novo,,2016
08/11,"Loucas Por Amor, Viciadas Em Dinheiro | Piratas Pirados! ",(somente para as afiliadas da Globo),2016
09/11,Não Houve Exibição - Reapresentação Do Último Capítulo De Haja Coração,,2016
10/11,Resgate Abaixo De Zero | O Pequeno Stuart Little ,(somente para as afiliadas da Globo),2016
11/11,"Grande Menina, Pequena Mulher | Robôs ",(somente para as afiliadas da Globo),2016
14/11,Volta Ao Mundo Em 80 Dias: Uma Aposta Muito Louca,,2016
15/11,Ratatouille,,2016
16/11,Corina: Uma Babá Perfeita | StarStruck: Meu Namorado É Uma Superestrela ,(somente para as afiliadas da Globo),2016
17/11,Soul Surfer: Coragem De Viver | As Aventuras Dos 7 Anões ,(somente para as afiliadas da Globo),2016
18/11,Super-Herói: O Filme | O Dragão Dourado ,(somente para as afiliadas da Globo),2016
21/11,Um Amor De Estimação | Arthur E Os Minimoys ,(somente para as afiliadas da Globo),2016
22/11,Duas Vidas | Perdido Pra Cachorro 2 ,(inédito em TV aberta / somente para as afiliadas da Globo),2016
23/11,Uma Folga Pra Mamãe | O Bicho Vai Pegar 3 ,(somente para as afiliadas da Globo),2016
24/11,A Inveja Mata | Bee Movie: A História De Uma Abelha ,(somente para as afiliadas da Globo),2016
25/11,O Auto Da Compadecida | O Castelo Do Medo ,(somente para as afiliadas da Globo),2016
28/11,A Filha Do Presidente | Os Flintstones: O Filme ,(somente para as afiliadas da Globo),2016
29/11,Querido John,,2016
30/11,À Prova De Fogo | Shiloh 3 ,(somente para as afiliadas da Globo),2016
01/12,Amor Plus Size | O Mar Não Está Pra Peixe ,(somente para as afiliadas da Globo),2016
02/12,Todo Poderoso,,2016
05/12,Monte Carlo | Soltando Os Cachorros ,(somente para as afiliadas da Globo),2016
06/12,Ondas Da Vida | O Espanta Tubarões ,(somente para as afiliadas da Globo),2016
07/12,Coração De Cavaleiro | Um Geek Encantador ,(somente para as afiliadas da Globo),2016
08/12,Uma Irmã Na Minha Vida | Meninas Malvadas 2 ,(somente para as afiliadas da Globo),2016
09/12,Uma Noite No Museu | Skyrunners ,(somente para as afiliadas da Globo),2016
12/12,Uma Manhã Gloriosa | Outback: Uma Galera Animal ,(somente para as afiliadas da Globo),2016
13/12,Um Tira No Jardim De Infância | Um Hotel Bom Pra Cachorro ,(somente para as afiliadas da Globo),2016
14/12,A Vingança Das Damas De Honra | Spirit: O Corcel Indomável ,(somente para as afiliadas da Globo),2016
15/12,"Meu Pai, Meu Herói | Hanni &amp; Nanni ",(somente para as afiliadas da Globo),2016
16/12,Os Smurfs,,2016
19/12,Polo Norte ,(inédito em TV aberta),2016
20/12,Pequenos Espiões 4,,2016
21/12,A Origem Dos Guardiões,,2016
22/12,Menores Desacompanhados,,2016
23/12,Como Treinar O Seu Dragão,,2016
26/12,Homem De Ferro (2008) ,(reclassificado para 10 anos),2016
27/12,Aventura Dos Sete Mares,,2016
28/12,Por Água Abaixo,,2016
29/12,Alvin E Os Esquilos 2,,2016
30/12,Shrek Terceiro,,2016
01/01,Não Houve Exibição - Posse Da Presidente Dilma Rousseff,,2015
02/01,Coração De Cavaleiro,,2015
05/01,Marley &amp; Eu,,2015
06/01,Nunca Fui Beijada,,2015
07/01,Wendy Wu: A Garota Kung Fu,,2015
08/01,Férias Da Família Johnson,,2015
09/01,Free Willy,,2015
12/01,Vovó...Zona,,2015
13/01,Ilha Da Aventura,,2015
14/01,O Fada Do Dente 2,,2015
15/01,O Bicho Vai Pegar 3,,2015
16/01,Radio Rebel,,2015
19/01,Eu E Meu Guarda-Chuva,,2015
20/01,Aromas E Sensibilidade,,2015
21/01,Dragonball Evolution,,2015
22/01,Hanni &amp; Nanni,,2015
23/01,A Hora Da Virada,,2015
26/01,Escola De Rock,,2015
27/01,Operação: Salvem Os Golfinhos,,2015
28/01,Se Eu Fosse Você,,2015
29/01,Por Água Abaixo,,2015
30/01,O Castelo Do Medo ,(término da temporada na Sessão da Tarde de Férias),2015
02/02,O Grande Dave,,2015
03/02,Meu Primeiro Amor: Parte 2,,2015
04/02,A Família Da Noiva,,2015
05/02,À Prova De Fogo,,2015
06/02,Doze É Demais 2,,2015
09/02,Top Gun: Ases Indomáveis,,2015
10/02,Vestida Para Casar,,2015
11/02,Sempre Ao Seu Lado,,2015
12/02,Mudança De Hábito 2: Mais Loucuras No Convento,,2015
13/02,A Filha Do Chefe,,2015
16/02,Segurança De Shopping,,2015
17/02,Não Houve Exibição - Carnaval Globeleza: Apuração SP | Entrando Numa Fria , (somente para o RJ),2015
18/02,Não Houve Exibição - Carnaval Globeleza: Apuração RJ,,2015
19/02,Meu Pai Herói,,2015
20/02,A Conselheira Amorosa,,2015
23/02,As Férias Da Minha Vida,,2015
24/02,Recém-Chegada,,2015
25/02,Uma Prova De Amor,,2015
26/02,Um Caminho Para Dois,,2015
27/02,Minha Noiva De Mentira,,2015
02/03,O Menino Da Porteira,,2015
03/03,Tá Todo Mundo Louco,,2015
04/03,Os Três Desejos,,2015
05/03,Vida Roubada,,2015
06/03,"Grande Menina, Pequena Mulher",,2015
09/03,O Jogo Do Amor,,2015
10/03,Sempre Amigos,,2015
11/03,Não Houve Exibição - Liga dos Campeões: Chelsea x Paris Saint-Germain,,2015
