data,title,comments,year
06/02,A Herança de Mr. Deeds,,2013
07/02,Lilo &amp; Stitch,,2013
08/02,Os Seis Signos da Luz,,2013
11/02,Vovó... Zona 2 | Pinocchio 3000 ,(somente para o RJ),2013
12/02,Não Houve Exibição - Carnaval Globeleza: Apuração SP | Como Se Fosse A Primeira Vez ,(somente para o RJ),2013
13/02,Não Houve Exibição - Carnaval Globeleza: Apuração RJ,,2013
14/02,Dr. Dolittle 3,,2013
15/02,Starstruck: Meu Namorado É Uma Superestrela,,2013
18/02,Doze É Demais 2,,2013
19/02,Garota Veneno,,2013
20/02,A Vingança das Damas de Honra ,(inédito em TV aberta),2013
21/02,O Anel da Luz Eterna,,2013
22/02,10 Coisas Que Eu Odeio em Você,,2013
25/02,O Menino da Porteira,,2013
26/02,Vestida para Casar,,2013
27/02,Shrek,,2013
28/02,Motoqueiros Selvagens,,2013
01/03,Encontro de Amor,,2013
04/03,Como Perder Um Homem em 10 Dias,,2013
05/03,Jogo Da Vida,,2013
06/03,O Amor É Cego,,2013
07/03,Na Trilha da Fama,,2013
08/03,Soltando os Cachorros,,2013
11/03,Super-Herói: O Filme,,2013
12/03,O Diabo Veste Prada,,2013
13/03,Não Houve Exibição - Cobertura Jornalística: A Escolha do Papa,,2013
14/03,À Procura da Felicidade,,2013
15/03,Táxi (2004),,2013
18/03,Minha Babá É Uma Vampira: O Filme ,(inédito em TV aberta),2013
19/03,Casamento Grego,,2013
20/03,A Nova Onda do Imperador,,2013
21/03,Não Houve Exibição - Amistoso Da Seleção: Brasil x Itália,,2013
22/03,A Herdeira da Máfia,,2013
25/03,Não Houve Exibição - Amistoso Da Seleção: Brasil x Rússia,,2013
26/03,Lado a Lado (1998),,2013
27/03,A Filha do Presidente (2004),,2013
28/03,A Lady e o Lobo: O Bicho Tá Solto ,(inédito em TV aberta),2013
29/03,Aparecida: O Milagre ,(inédito em TV aberta),2013
01/04,Bater Ou Correr Em Londres,,2013
02/04,Não Houve Exibição - Liga dos Campeões: Paris Saint-Germain x Barcelona,,2013
03/04,Tá Dando Onda,,2013
04/04,O Paizão,,2013
05/04,Skyrunners ,(inédito em TV aberta),2013
08/04,Hannah Montana: O Filme,,2013
09/04,Hitch: Conselheiro Amoroso,,2013
10/04,Não Houve Exibição - Liga dos Campeões: Barcelona x Paris Saint-Germain,,2013
11/04,Ela e os Caras,,2013
12/04,A Casa Monstro,,2013
15/04,Mansão Mal-Assombrada,,2013
16/04,Os 101 Dálmatas: O Filme,,2013
17/04,Sob A Mesma Lua,,2013
18/04,Nunca É Tarde para Amar,,2013
19/04,"Corina, Uma Babá Perfeita",,2013
22/04,Arrebentando em Nova York,,2013
23/04,Não Houve Exibição - Liga dos Campeões: Bayern de Munique x Barcelona,,2013
24/04,Como Cães e Gatos,,2013
25/04,Resgate de uma Vida,,2013
26/04,Uma Casa de Pernas pro Ar,,2013
29/04,Como Viajar Com o Mala do Seu Pai,,2013
30/04,As Férias da Minha Vida,,2013
01/05,Não Houve Exibição - Liga dos Campeões: Barcelona x Bayern de Munique,,2013
02/05,Um Príncipe em Minha Vida 4,,2013
03/05,A Creche do Papai,,2013
06/05,Sorte no Amor (2006),,2013
07/05,Click,,2013
08/05,Decisões Extremas ,(inédito em TV aberta),2013
09/05,A Família da Noiva,,2013
10/05,Letra e Música,,2013
13/05,Entrando Numa Fria Maior Ainda,,2013
14/05,Do Que as Mulheres Gostam,,2013
15/05,Minha Noiva de Mentira,,2013
16/05,Um Presente para Helen,,2013
17/05,Abracadabra,,2013
20/05,Afinado No Amor,,2013
21/05,Confusão pra Cachorro,,2013
22/05,O Diário de Uma Babá,,2013
23/05,A Bruxa do Bem,,2013
24/05,Alaska: Uma Aventura Inacreditável,,2013
27/05,"Loucas Por Amor, Viciadas Em Dinheiro",,2013
28/05,O Céu Pode Esperar,,2013
29/05,MIB: Homens de Preto,,2013
30/05,Uma Noite no Museu 2,,2013
31/05,Eu e Meu Guarda-Chuva ,(inédito em TV aberta),2013
03/06,Acampamento do Papai,,2013
04/06,Nossa Querida Babá,,2013
05/06,Dois Cachorrinhos Milagrosos,,2013
06/06,ABC do Amor,,2013
07/06,Animal (2001),,2013
10/06,Um Príncipe em Minha Vida,,2013
11/06,O Pequeno Stuart Little 2,,2013
12/06,Ghost: Do Outro Lado da Vida,,2013
13/06,Dança Comigo?,,2013
14/06,Matilda,,2013
17/06,O Melhor Amigo da Noiva,,2013
18/06,Mamãe Saiu Com Um Vampiro,,2013
19/06,Não Houve Exibição - Copa Das Confederações FIFA Brasil 2013: Brasil x México,,2013
20/06,Não Houve Exibição - Cobertura Jornalística: Protestos no Brasil,,2013
21/06,O Medalhão,,2013
24/06,Meninas Malvadas ,"(inédito na Globo, ex-SBT)",2013
25/06,Sempre ao Seu Lado,,2013
26/06,Não Houve Exibição - Copa Das Confederações FIFA Brasil 2013: Brasil x Uruguai,,2013
27/06,Não Houve Exibição - Copa Das Confederações FIFA Brasil 2013: Espanha x Itália,,2013
28/06,Lisbela e o Prisioneiro,,2013
01/07,Cartas para Julieta ,(inédito em TV aberta),2013
02/07,Avalon High ,(inédito em TV aberta),2013
03/07,Porta do Céu ,(inédito em TV aberta),2013
04/07,A Fuga das Galinhas,,2013
05/07,Uma Garota Encantada,,2013
08/07,O Grande Dave,,2013
09/07,Bee Movie: A História de uma Abelha,,2013
10/07,Peter Pan (2003),,2013
11/07,O Cachorro Bombeiro,,2013
12/07,Dragonball Evolution ,(inédito em TV aberta),2013
15/07,O Guerreiro Didi e a Ninja Lili ,(inédito em TV aberta),2013
16/07,O Diário da Princesa 2,,2013
17/07,Os Feiticeiros de Waverly Place: O Filme,,2013
18/07,Ciência Travessa,,2013
19/07,Eragon,,2013
22/07,A Hora da Virada ,(exibição interrompida e cancelada por conta da Visita do Papa Francisco no Brasil),2013
23/07,Não Houve Exibição - Jornada Mundial da Juventude,,2013
24/07,Pequenos Espiões,,2013
25/07,A Menina e o Porquinho (2006),,2013
26/07,Karatê Dog,,2013
29/07,Os Delírios de Consumo de Becky Bloom,,2013
30/07,Vovó... Zona,,2013
31/07,E Se Fosse Verdade,,2013
01/08,Flicka 2 ,(inédito em TV aberta),2013
02/08,Não Houve Exibição - Troféu Joan Gamper: Santos x Barcelona,,2013
05/08,Garfield: O Filme,,2013
06/08,Se Eu Fosse Você,,2013
07/08,Surpresa em Dobro ,(inédito em TV aberta),2013
08/08,Operação Cupido (1998),,2013
09/08,Doze É Demais,,2013
12/08,Vira-Lata (2007),,2013
13/08,Uma Patricinha de Outro Mundo,,2013
14/08,Não Houve Exibição - Amistoso Da Seleção: Brasil x Suíça,,2013
15/08,Edward Mãos de Tesoura,,2013
16/08,O Terno de 2 Bilhões de Dólares,,2013
19/08,Quando o Amor Acontece,,2013
20/08,H2O: Meninas Sereias,,2013
21/08,O Pai da Noiva 2,,2013
22/08,Ilha da Aventura ,(inédito em TV aberta),2013
23/08,Brigada 49,,2013
26/08,Noiva em Fuga,,2013
27/08,Coração de Cavaleiro,,2013
28/08,Neve pra Cachorro,,2013
29/08,"Seis Dias, Sete Noites",,2013
30/08,Karatê Kid 4: A Nova Aventura,,2013
02/09,Meninas Malvadas 2 ,(inédito em TV aberta),2013
03/09,Um Príncipe em Nova York,,2013
04/09,Nas Profundezas do Mar Sem Fim,,2013
05/09,Nunca Fui Beijada,,2013
06/09,Clockstoppers: O Filme,,2013
09/09,Um Encontro Com Seu Ídolo!,,2013
10/09,Duplex,,2013
11/09,Um Lugar Chamado Notting Hill,,2013
12/09,Querem Acabar Comigo,,2013
13/09,As Patricinhas de Beverly Hills,,2013
16/09,O Fada do Dente,,2013
17/09,Mudança de Hábito 2: Mais Loucuras no Convento,,2013
18/09,Outono em Nova York,,2013
19/09,Dirty Dancing: Ritmo Quente,,2013
20/09,O Amor Acontece,,2013
23/09,"Grande Menina, Pequena Mulher",,2013
24/09,Vestida para Casar,,2013
25/09,2 Filhos de Francisco,,2013
26/09,A Família Addams (1991),,2013
27/09,As Namoradas do Papai,,2013
30/09,A Vingança das Damas de Honra,,2013
01/10,Um Dia Especial,,2013
02/10,A Filha do Chefe,,2013
03/10,Evelyn: Uma História Verdadeira,,2013
04/10,Um Tira no Jardim de Infância ,(último filme com a vinheta de 2004),2013
07/10,Feita por Encomenda ,(primeiro filme com a vinheta de 2013),2013
08/10,A Família Buscapé,,2013
09/10,Procura Obsessiva,,2013
10/10,Recém-Formada,,2013
11/10,Forças do Destino,,2013
14/10,O Pequeno Nicolau ,"(inédito em TV aberta / em novo horário, após o Vídeo Show / inversão de horários com o Vale a Pena Ver de Novo somente para o DF)",2013
15/10,Uma Professora Muito Maluquinha ,(inédito em TV aberta),2013
16/10,Encontro de Amor,,2013
17/10,À Prova de Fogo ,(inédito em TV aberta),2013
18/10,Dr. Dolittle,,2013
21/10,Central do Brasil,,2013
22/10,Aprendendo a Viver ,(inédito em TV aberta),2013
23/10,A Herança de Mr. Deeds,,2013
24/10,Lado a Lado,,2013
25/10,Os Três Mosqueteiros (1993),,2013
28/10,O Menino Da Porteira,,2013
29/10,Ela É O Cara,,2013
30/10,O Pai da Noiva,,2013
31/10,Como Perder Um Homem em 10 Dias,,2013
01/11,Sexta-Feira Muito Louca,,2013
04/11,Jogada Certa,,2013
05/11,À Procura da Felicidade,,2013
06/11,A Lagoa Azul,,2013
07/11,Aparecida: O Milagre,,2013
08/11,Uma Fada em Nossas Vidas,,2013
11/11,O Auto da Compadecida,,2013
12/11,Um Caminho para Dois,,2013
13/11,Um Tira da Pesada,,2013
14/11,Ace: Uma Questão de Justiça,,2013
15/11,Shrek 2,,2013
18/11,As Férias da Minha Vida ,"(em novo horário, após o Vídeo Show / inversão de horários com o Vale a Pena Ver de Novo somente para GO | em novo horário, após o Jornal Hoje / inversão de horários com o Vale a Pena Ver de Novo e Vídeo Show somente para o ES)",2013
19/11,A Filha do Presidente (2004),,2013
20/11,Pequenos Invasores,,2013
21/11,Olha Quem Está Falando,,2013
22/11,O Inferno de Dante,,2013
25/11,Amor por Acidente,,2013
26/11,Os Caça-Fantasmas (1984),,2013
27/11,Sabrina Vai a Roma,,2013
28/11,Coração de Campeão,,2013
29/11,Aquamarine,,2013
02/12,Doce de Mãe,,2013
03/12,O Diabo Veste Prada,,2013
04/12,Táxi (2004),,2013
05/12,Jogo da Vida,,2013
06/12,Não Houve Exibição - Sorteio Da Copa 2014,,2013
09/12,Meu Primeiro Amor,,2013
10/12,Super-Herói: O Filme,,2013
11/12,O Menino de Ouro ,(inédito em TV aberta),2013
12/12,A Grande Família: O Filme,,2013
13/12,Apenas Amigos,,2013
16/12,A Força de Um Sonho ,(inédito em TV aberta),2013
17/12,Ela e os Caras,,2013
18/12,Os 101 Dálmatas: O Filme,,2013
19/12,O Paizão,,2013
20/12,Sobrevivendo ao Natal,,2013
23/12,Maria: Uma Missão de Amor ,(inédito em TV aberta),2013
24/12,Esqueceram de Mim 2: Perdido em Nova York,,2013
25/12,Santa Buddies: Uma Aventura de Natal ,(inédito em TV aberta),2013
26/12,Madagascar,,2013
27/12,Best Player: Guerreiros Virtuais,,2013
30/12,Starstruck: Meu Namorado é uma Superestrela,,2013
31/12,O Espanta Tubarões,,2013
02/01,Carros,,2012
03/01,Vira-Lata,,2012
04/01,Toy Story 2,,2012
05/01,Os 102 Dálmatas,,2012
06/01,Tinker Bell: Uma Aventura no Mundo das Fadas,,2012
09/01,Quarteto Fantástico e o Surfista Prateado,,2012
10/01,Arrebentando em Nova York,,2012
11/01,Eragon,,2012
12/01,As Crônicas de Spiderwick,,2012
13/01,Super Escola de Heróis,,2012
16/01,O Mar Não Está pra Peixe,,2012
17/01,Caçadores de Dragões,,2012
18/01,Barbie Como Rapunzel,,2012
19/01,Sinbad: A Lenda dos Sete Mares,,2012
20/01,A Fuga das Galinhas,,2012
23/01,Uma Casa de Pernas pro Ar,,2012
24/01,"Animal<span style=""font-weight:normal;""> (2001)</span>",,2012
25/01,Beethoven 2,,2012
26/01,Em Busca da Princesa dos Mitos,,2012
27/01,A Hora da Virada,,2012
30/01,O Grande Desafio,,2012
31/01,Programa de Proteção para Princesas,,2012
01/02,Bambi (1942) ,(inédito em TV aberta),2012
02/02,Doze É Demais,,2012
03/02,El Dorado: Cidade de Ouro ,(inédito em TV aberta),2012
06/02,Acampamento do Papai,,2012
07/02,A Moedinha da Sorte,,2012
08/02,K-9: Um Policial Bom pra Cachorro,,2012
09/02,Crossroads: Amigas para Sempre,,2012
10/02,Encontro de Amor,,2012
13/02,Do Que as Mulheres Gostam,,2012
14/02,Nossa Querida Babá,,2012
15/02,Um Príncipe em Minha Vida 2: O Casamento Real,,2012
16/02,Como Água e Vinho,,2012
17/02,Lisbela e o Prisioneiro,,2012
20/02,A Filha do Chefe,,2012
21/02,Não Houve Exibição - Carnaval Globeleza: Apuração SP,,2012
22/02,Não Houve Exibição - Carnaval Globeleza: Apuração RJ,,2012
23/02,De Repente 30,,2012
24/02,Kate &amp; Leopold,,2012
27/02,O Terminal,,2012
28/02,Não Houve Exibição - Amistoso Da Seleção: Brasil x Bósnia,,2012
29/02,Duplex,,2012
01/03,A Grande Família: O Filme,,2012
02/03,Recém-Casados,,2012
05/03,Shrek 2,,2012
06/03,Sempre ao Seu Lado,,2012
07/03,Três Ladrões e um Bebê,,2012
08/03,À Procura da Felicidade,,2012
09/03,Evolução,,2012
12/03,As Férias da Minha Vida,,2012
13/03,Garfield 2,,2012
14/03,Uma Viagem Inesperada,,2012
15/03,MIB: Homens de Preto 2,,2012
16/03,Tá Todo Mundo Louco,,2012
19/03,Sexta-Feira Muito Louca,,2012
20/03,"Seis Dias, Sete Noites",,2012
21/03,Mulan (1998),,2012
22/03,Correndo Atrás,,2012
23/03,Zoom: Academia de Super-Heróis,,2012
26/03,A Lenda do Zorro,,2012
27/03,O Paizão,,2012
28/03,Não Houve Exibição - Liga Dos Campeões,,2012
29/03,Desventuras em Série,,2012
30/03,Náufrago,,2012
02/04,Entrando Numa Fria Maior Ainda,,2012
03/04,Não Houve Exibição - Liga Dos Campeões,,2012
04/04,Dr. Dolittle 5 ,(inédito em TV aberta),2012
05/04,O Espanta Tubarões,,2012
06/04,Irmãos de Fé,,2012
09/04,Espanglês,,2012
10/04,O Cachorro Bombeiro,,2012
11/04,Um Dia Especial,,2012
12/04,A Herdeira da Máfia,,2012
13/04,O Inferno de Dante,,2012
16/04,O Casamento do Meu Melhor Amigo,,2012
17/04,Para Sempre Cinderella,,2012
18/04,Não Houve Exibição - Liga Dos Campeões,,2012
19/04,Velocidade Máxima 2,,2012
20/04,Toy Story: Um Mundo de Aventuras,,2012
23/04,Férias da Família Johnson,,2012
24/04,Não Houve Exibição - Liga Dos Campeões,,2012
25/04,Uma Cavaleira em Camelot,,2012
26/04,Eloise no Plaza,,2012
27/04,Volcano: A Fúria,,2012
30/04,Querem Acabar Comigo,,2012
01/05,Por Água Abaixo,,2012
02/05,Pesadelo nas Alturas,,2012
03/05,Meu Tio Matou um Cara,,2012
04/05,Aquamarine,,2012
07/05,As Loucuras de Dick &amp; Jane (2005),,2012
08/05,No Ritmo da Dança,,2012
09/05,Mamãe Saiu Com Um Vampiro,,2012
10/05,Operação: Salvem os Golfinhos,,2012
11/05,O Gigante de Ferro ,"(inédito na Globo, ex-SBT)",2012
14/05,Doze É Demais 2,,2012
15/05,Escola de Bruxas ,(inédito em TV aberta),2012
16/05,O Céu Pode Esperar,,2012
17/05,Wendy Wu: A Garota Kung Fu,,2012
18/05,O Caminho para El Dorado,,2012
21/05,Dr. Dolittle 3,,2012
22/05,Escola da Vida,,2012
23/05,O Castelo do Medo ,(inédito em TV aberta),2012
24/05,Atraídos pelo Destino,,2012
25/05,MIB: Homens de Preto,,2012
28/05,Voando Alto (2003),,2012
29/05,Piratas Modernos,,2012
30/05,A Menina e o Porquinho (2006),,2012
31/05,Um Príncipe em Minha Vida,,2012
01/06,Coração de Cavaleiro,,2012
04/06,O Diabo Veste Prada,,2012
05/06,Ghost: Do Outro Lado da Vida,,2012
06/06,Garota Veneno,,2012
07/06,O Menino da Porteira ,(inédito em TV aberta),2012
08/06,Robôs,,2012
11/06,Casamento Grego,,2012
12/06,Cupido: A Magia do Amor,,2012
13/06,A Verdadeira Família,,2012
14/06,Minha Noiva de Mentira ,(inédito em TV aberta),2012
15/06,Space Buddies: Uma Aventura no Espaço ,(inédito em TV aberta),2012
18/06,Como Perder um Homem em 10 Dias,,2012
19/06,Dois Cachorrinhos Milagrosos,,2012
20/06,A Sorte dos Irlandeses,,2012
21/06,Táxi (2004),,2012
22/06,A Herança de Mr. Deeds,,2012
25/06,Vestida para Casar,,2012
26/06,Os Seis Signos da Luz,,2012
27/06,Não Houve Exibição - Eurocopa,,2012
28/06,Não Houve Exibição - Eurocopa,,2012
29/06,Resgate Abaixo de Zero,,2012
02/07,10 Coisas Que Eu Odeio em Você,,2012
03/07,"Bogus, Meu Amigo Secreto",,2012
04/07,Lizzie McGuire: Um Sonho Popstar,,2012
05/07,Nunca É Tarde para Amar,,2012
06/07,"George, O Rei da Floresta (1997)",,2012
09/07,O Bicho Vai Pegar 2 ,(inédito em TV aberta),2012
10/07,Dirty Dancing: Ritmo Quente,,2012
11/07,As Aventuras de Sharkboy &amp; Lavagirl,,2012
12/07,Ninguém Segura Esses Fantasmas,,2012
13/07,Loucuras na Idade Média,,2012
16/07,Pinocchio 3000,,2012
17/07,Starstruck: Meu Namorado é uma Superestrela ,(inédito em TV aberta),2012
18/07,Pequenos Grandes Astros,,2012
19/07,Os Feiticeiros de Waverly Place: O Filme,,2012
20/07,Lilo &amp; Stitch (2002),,2012
23/07,O Auto da Compadecida,,2012
24/07,O Diário de Uma Babá,,2012
25/07,Soltando os Cachorros,,2012
26/07,Vovó… Zona 2,,2012
27/07,Shrek,,2012
30/07,Motoqueiros Selvagens,,2012
31/07,O Amor É Cego,,2012
01/08,O Diário da Princesa,,2012
02/08,Monstros S.A.,,2012
03/08,Click,,2012
06/08,Os 101 Dálmatas: O Filme ,"(inédito na Globo, ex-SBT)",2012
07/08,A Família da Noiva,,2012
08/08,Tá Dando Onda,,2012
09/08,A Creche do Papai,,2012
10/08,Como Cães e Gatos," (inédito na Globo, ex-SBT)",2012
13/08,Hitch: Conselheiro Amoroso,,2012
14/08,Sob a Mesma Lua,,2012
15/08,Não Houve Exibição - Amistoso Da Seleção: Brasil x Suécia,,2012
16/08,Um Encontro Com Seu Ídolo!,,2012
17/08,A Máscara do Zorro,,2012
20/08,Os Caçadores da Arca Perdida,,2012
21/08,Resgate de uma Vida,,2012
22/08,Halloweentown 2: A Vingança de Kalabar,,2012
23/08,Sonhadora,,2012
24/08,Minutemen: Os Viajantes do Tempo,,2012
27/08,"Corina, Uma Babá Perfeita",,2012
28/08,Confusão Pra Cachorro,,2012
29/08,Tainá 2: A Aventura Continua,,2012
30/08,Leis da Atração,,2012
31/08,Pequenos Espiões 2: A Ilha dos Sonhos Perdidos,,2012
03/09,Letra e Música ,"(inédito na Globo, ex-SBT)",2012
04/09,Alaska: Uma Aventura Inacreditável,,2012
05/09,Procura Obsessiva,,2012
06/09,O Mar Não Está pra Peixe,,2012
07/09,Não Houve Exibição - Amistoso Da Seleção: Brasil x África do Sul,,2012
10/09,Garfield: O Filme ,"(inédito na Globo, ex-Record)",2012
11/09,Sorte no Amor (2006),,2012
12/09,Mansão Mal-Assombrada,,2012
13/09,Arrebentando em Nova York,,2012
14/09,Bee Movie: A História de uma Abelha,,2012
17/09,O Mistério da Libélula,,2012
18/09,Em Busca da Princesa dos Mitos,,2012
19/09,Gracie,,2012
20/09,Nossa Querida Babá 3: Uma Aventura no Paraíso,,2012
21/09,Dr. Dolittle 4,,2012
24/09,Uma Casa de Pernas pro Ar,,2012
25/09,Mudança de Hábito,,2012
26/09,ABC do Amor,,2012
27/09,A Bruxa do Bem,,2012
28/09,Space Chimps: Micos no Espaço,,2012
01/10,Afinado no Amor,,2012
02/10,Animal (2001),,2012
03/10,De Repente 30,,2012
04/10,Deu a Louca na Cinderela,,2012
05/10,A Hora da Virada,,2012
08/10,A Família do Futuro,,2012
09/10,Xuxa em: O Mistério de Feiurinha ,(inédito em TV aberta),2012
10/10,A Fuga das Galinhas,,2012
11/10,Não Houve Exibição - Amistoso Da Seleção: Brasil x Iraque,,2012
12/10,Uma Noite no Museu,,2012
15/10,Recém-Formada,,2012
16/10,Eragon,,2012
17/10,Um Lugar Chamado Notting Hill,,2012
18/10,Um Ratinho Encrenqueiro,,2012
19/10,Johnny Kapahala: De Volta ao Havaí,,2012
22/10,"Loucas por Amor, Viciadas em Dinheiro",,2012
23/10,Milagre na Pista 2,,2012
24/10,As Namoradas do Papai,,2012
25/10,Em Boa Companhia,,2012
26/10,Programa de Proteção para Princesas,,2012
29/10,Acampamento do Papai,,2012
30/10,Material Girls,,2012
31/10,Ace: Uma Questão de Justiça,,2012
01/11,Deu a Louca na Branca de Neve,,2012
02/11,Se Eu Fosse Você,,2012
05/11,O Medalhão,,2012
06/11,O Amor Acontece,,2012
07/11,Os Meninos Voadores,,2012
08/11,Um Lugar para Recomeçar ,(reclassificado para 10 anos),2012
09/11,Sempre ao Seu Lado,,2012
12/11,E Se Fosse Verdade,,2012
13/11,O Príncipe e o Vira-Lata,,2012
14/11,O Melhor Amigo da Noiva,,2012
15/11,Pinóquio (1940) ,(inédito em TV aberta),2012
16/11,Três Ladrões e um Bebê,,2012
19/11,Um Tira Muito Suspeito,,2012
20/11,Shrek 2,,2012
21/11,O Homem Bicentenário,,2012
22/11,Sobrevivendo ao Natal,,2012
23/11,Escola de Espiões,,2012
26/11,Tentação Fatal,,2012
27/11,O Pai da Noiva,,2012
28/11,"Seis Dias, Sete Noites",,2012
29/11,Dança Comigo?,,2012
30/11,Sexta-Feira Muito Louca,,2012
03/12,O Diário da Princesa 2,,2012
04/12,Duplex,,2012
05/12,A Moedinha da Sorte,,2012
06/12,Quatro Amigas e um Jeans Viajante,,2012
07/12,Poderoso Joe (1998),,2012
10/12,Neve pra Cachorro,,2012
11/12,O Resgate do Papai,,2012
12/12,Vovó... Zona,,2012
13/12,Whitney Brown ,(inédito em TV aberta),2012
14/12,Caçadores de Dragões,,2012
17/12,Uma Garota Encantada,,2012
18/12,Quando o Amor Acontece,,2012
19/12,Best Player: Guerreiros Virtuais ,(inédito em TV aberta),2012
20/12,Dr. Dolittle 5,,2012
21/12,Menores Desacompanhados ,"(inédito na Globo, ex-SBT)",2012
24/12,Jesus: A História do Nascimento,,2012
25/12,Apenas Amigos ,(reclassificado para 10 anos),2012
26/12,Twitches: As Bruxinhas Gêmeas,,2012
27/12,Nunca Fui Beijada,,2012
28/12,Space Jam: O Jogo do Século ,"(inédito na Globo, ex-SBT)",2012
31/12,O Terno de 2 Bilhões de Dólares,,2012
03/01,High School Musical,,2011
04/01,Vida De Inseto,,2011
05/01,O Diário Da Princesa,,2011
06/01,A Família Da Noiva,,2011
07/01,Peter Pan (2003),,2011
10/01,Homem-Aranha (2002),,2011
11/01,O Mar Não Está Pra Peixe,,2011
12/01,Matilda,,2011
13/01,A Filha Do Presidente,,2011
14/01,A Creche Do Papai,,2011
17/01,Robôs,,2011
18/01,Agora Você Vê...,,2011
19/01,Vovó...Zona 2,,2011
20/01,Entrando Numa Fria Maior Ainda,,2011
21/01,K-9: Um Policial Bom Pra Cachorro,,2011
24/01,Como Se Fosse A Primeira Vez,,2011
25/01,Toy Story: Um Mundo De Aventuras,,2011
26/01,"Bailey, Um Cão Que Vale Milhões",,2011
27/01,Johnny Kapahala: De Volta Ao Havaí,,2011
28/01,Inspetor Bugiganga 2,,2011
31/01,O Amor É Cego,,2011
01/02,MIB: Homens De Preto,,2011
02/02,Xuxa E O Tesouro Da Cidade Perdida,,2011
03/02,Sabrina Vai A Roma,,2011
04/02,Demolidor: O Homem Sem Medo,,2011
07/02,Um Show De Verão,,2011
08/02,"Charlie, Em Ritmo De Aventura",,2011
10/02,A Cidade Do Halloween,,2011
11/02,Pixel: A Garota Perfeita,,2011
14/02,Garota Veneno,,2011
15/02,Um Caminho Para Dois,,2011
16/02,A Casa Inteligente,,2011
17/02,O Céu Pode Esperar,,2011
18/02,"George, O Rei Da Floresta (1997)",,2011
21/02,Loucuras Na Idade Média,,2011
22/02,Pesos Pesados,,2011
23/02,Ping! ,(inédito em TV aberta),2011
24/02,As Patricinhas De Beverly Hills,,2011
25/02,Velocidade Máxima 2,,2011
28/02,A Fuga Das Galinhas,,2011
01/03,"Harriet, A Espiã: Guerra Dos Blogs ",(inédito em TV aberta),2011
02/03,Resgate Abaixo De Zero,,2011
03/03,As Aventuras De Sharkboy E Lavagirl,,2011
04/03,Do Que As Mulheres Gostam,,2011
07/03,Didi Quer Ser Criança,,2011
08/03,Não Houve Exibição - Carnaval: Apuração SP,,2011
09/03,Não Houve Exibição - Carnaval: Apuração RJ,,2011
10/03,O Cachorro Bombeiro,,2011
11/03,Ela É Demais,,2011
14/03,O Diário Da Princesa 2,,2011
15/03,Spymate: O Agente Animal,,2011
16/03,Xuxa Abracadabra,,2011
17/03,Sonhadora,,2011
18/03,Monstros S.A.,,2011
21/03,Dr. Dolittle,,2011
22/03,Doze É Demais 2,,2011
23/03,Cupido: A Magia Do Amor,,2011
24/03,O Pequeno Stuart Little 2,,2011
25/03,Hércules (1997),,2011
28/03,Entrando Numa Fria,,2011
29/03,The Cheetah Girls: Um Mundo,,2011
30/03,A Bruxa Do Bem,,2011
31/03,Cop Dog: O Cão Policial ,(inédito em TV aberta),2011
01/04,Tentação Fatal,,2011
04/04,Toy Story 2,,2011
05/04,Dirty Dancing: Ritmo Quente,,2011
06/04,Gol!,,2011
07/04,Uma Cavaleira Em Camelot,,2011
08/04,Zathura: Uma Aventura Espacial,,2011
11/04,Uma Casa De Pernas Pro Ar,,2011
12/04,Duplex,,2011
13/04,High School Musical 2,,2011
14/04,Spirit: O Corcel Indomável,,2011
15/04,Lisbela E O Prisioneiro,,2011
18/04,Os 102 Dálmatas,,2011
19/04,Sabrina Na Austrália,,2011
20/04,Deu A Louca Na Branca De Neve ,(inédito em TV aberta),2011
21/04,Dr. Dolittle 4 ,(inédito em TV aberta),2011
22/04,Maria: Mãe Do Filho De Deus,,2011
25/04,Doze É Demais,,2011
26/04,Os Seis Signos Da Luz,,2011
27/04,Não Houve Exibição - Liga Dos Campeões,,2011
28/04,A Boneca Que Virou Gente,,2011
29/04,O Galinho Chicken Little,,2011
02/05,Animal (2001),,2011
03/05,Não Houve Exibição - Liga Dos Campeões,,2011
04/05,Pequenos Espiões,,2011
05/05,Irmão Urso,,2011
06/05,Recém-Casados,,2011
09/05,Caçadores De Dragões ,(inédito em TV aberta),2011
10/05,Um Encontro Com Seu Ídolo!,,2011
11/05,Os Feiticeiros de Waverly Place: O Filme ,(inédito em TV aberta),2011
12/05,A Verdadeira Família ,(inédito em TV aberta),2011
13/05,Volcano: A Fúria,,2011
16/05,Um Príncipe Em Minha Vida 2: O Casamento Real,,2011
17/05,Minutemen: Os Viajantes Do Tempo ,(inédito em TV aberta),2011
18/05,A Menina E O Porquinho (2006),,2011
19/05,Como Água E Vinho,,2011
20/05,Eragon,,2011
23/05,Acampamento Do Papai,,2011
24/05,Dr. Dolittle 3,,2011
25/05,Crossroads: Amigas Para Sempre,,2011
26/05,Nem Que A Vaca Tussa,,2011
27/05,A Hora Da Virada,,2011
30/05,O Medalhão,,2011
31/05,Programa De Proteção Para Princesas ,(inédito em TV aberta),2011
01/06,O Resgate Do Papai ,(inédito em TV aberta),2011
02/06,Jump In!,,2011
03/06,Zoom: Academia De Super-Heróis,,2011
06/06,A Moedinha Da Sorte,,2011
07/06,Encontro De Amor,,2011
08/06,Dando Um Tempo ,(inédito em TV aberta),2011
